user_id,employee_name,email,role,functional_unit,department,team,start_date,end_date
GSC0530,Gay Sonya Curtis,Gay.Sonya.Curtis@dtaa.com,TechnicalWriter,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,2009-12-01,2011-06-01
BDJ3001,Bethany Diana Jordan,Bethany.Diana.Jordan@dtaa.com,LabManager,3 - ResearchAndEngineering_Government_Domestic,2 - Research,5 - Lab,2009-12-01,2011-06-01
COB0461,Caryn Odette Bond,Caryn.Odette.Bond@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,2 - ElectronicSecurity,2009-12-01,2010-11-01
HCR3675,Hedy Chantale Ruiz,Hedy.Chantale.Ruiz@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,11 - Stockroom,2009-12-01,2011-06-01
AIY3991,Athena Iliana Yates,Athena.Iliana.Yates@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,2009-12-01,2011-06-01
TAC3425,Tatyana Alma Camacho,Tatyana.Alma.Camacho@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,2009-12-01,2011-06-01
RAP0653,Raphael Adrian Peck,Raphael.Adrian.Peck@dtaa.com,TechnicalWriter,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,2009-12-01,2011-03-01
RPL2640,Rae Petra Lynch,Rae.Petra.Lynch@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,2009-12-01,2011-06-01
CJH2330,Colton Joseph Hall,Colton.Joseph.Hall@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,2009-12-01,2011-06-01
JNR1694,Jada Nadine Rojas,Jada.Nadine.Rojas@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,2009-12-01,2011-06-01
AMO0582,Azalia Madeson Oliver,Azalia.Madeson.Oliver@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
LLT0291,Lawrence Levi Turner,Lawrence.Levi.Turner@dtaa.com,ElectricalEngineer,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,2009-12-01,2011-06-01
CKH0705,Colton Kieran Hunter,Colton.Kieran.Hunter@dtaa.com,MechanicalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
OMM0835,Octavia Madeson Meyer,Octavia.Madeson.Meyer@dtaa.com,Technician,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-03-01
BRD3314,Bryar Rachel Duran,Bryar.Rachel.Duran@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,2009-12-01,2011-06-01
CKC3767,Chancellor Kasper Cortez,Chancellor.Kasper.Cortez@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,2009-12-01,2011-06-01
ILY3152,Ima Lillith Yang,Ima.Lillith.Yang@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,23 - ElectricalEngineering,2009-12-01,2011-06-01
MLP3859,Madaline Liberty Prince,Madaline.Liberty.Prince@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,12 - BuildingSecurity,2009-12-01,2011-06-01
DTL2891,Damon Tobias Lamb,Damon.Tobias.Lamb@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,2009-12-01,2011-06-01
PGF3491,Pamela Gail Forbes,Pamela.Gail.Forbes@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,11 - BuildingSecurity,2009-12-01,2011-06-01
MMR1435,Meghan Myra Raymond,Meghan.Myra.Raymond@dtaa.com,MaterialsEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,9 - MaterialsEngineering,2009-12-01,2011-06-01
ACM3964,Adena Cameran Mitchell,Adena.Cameran.Mitchell@dtaa.com,StockroomClerk,6 - Manufacturing_Government,3 - Assembly,13 - Stockroom,2009-12-01,2011-06-01
LLS0222,Leslie Lacey Shepard,Leslie.Lacey.Shepard@dtaa.com,AdministrativeAssistant,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,,2009-12-01,2011-06-01
LAH0524,Laurel Aurelia Houston,Laurel.Aurelia.Houston@dtaa.com,TechnicalWriter,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,2009-12-01,2011-06-01
EKS3724,Eliana Katell Spencer,Eliana.Katell.Spencer@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,6 - RegionalSales,2009-12-01,2011-06-01
OED3393,Octavia Eleanor Duffy,Octavia.Eleanor.Duffy@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,2009-12-01,2011-06-01
JBB0847,Jin Blaze Burton,Jin.Blaze.Burton@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,2009-12-01,2011-06-01
MRS0409,Malik Roth Scott,Malik.Roth.Scott@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,2009-12-01,2011-06-01
KBW1629,Kellie Bo Wyatt,Kellie.Bo.Wyatt@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,2009-12-01,2011-06-01
SLV2969,Stacey Leigh Vincent,Stacey.Leigh.Vincent@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,2009-12-01,2011-06-01
NWV0966,Neil Wyatt Vaughan,Neil.Wyatt.Vaughan@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,2009-12-01,2011-06-01
CSM1554,Colby Solomon Mcfadden,Colby.Solomon.Mcfadden@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,2009-12-01,2011-06-01
KKM0624,Kai Kathleen Mcleod,Kai.Kathleen.Mcleod@dtaa.com,SoftwareDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,2009-12-01,2011-06-01
SJH0945,Sean Jerome Holden,Sean.Jerome.Holden@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
FDF3743,Fulton Demetrius Foster,Fulton.Demetrius.Foster@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,2009-12-01,2011-06-01
SYF1650,Scott Yuli Ferguson,Scott.Yuli.Ferguson@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
FLS0231,Ferris Len Shepherd,Ferris.Len.Shepherd@dtaa.com,SoftwareQualityEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,2009-12-01,2011-06-01
MFD2890,Martena Fay Davenport,Martena.Fay.Davenport@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,2009-12-01,2011-06-01
JDM0165,Jonah Demetrius Mcintyre,Jonah.Demetrius.Mcintyre@dtaa.com,WebDeveloper,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,4 - WebSoftware,2009-12-01,2011-06-01
LOR1044,Lani Odette Reed,Lani.Odette.Reed@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,4 - ElectronicSecurity,2009-12-01,2010-03-01
MIA0939,Minerva Ima Ayala,Minerva.Ima.Ayala@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
BBB3612,Brady Branden Beach,Brady.Branden.Beach@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,11 - Stockroom,2009-12-01,2011-06-01
SHP1418,Scarlett Hilary Pierce,Scarlett.Hilary.Pierce@dtaa.com,MechanicalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,7 - MechanicalEngineering,2009-12-01,2011-06-01
CCL3272,Callie Caryn Lyons,Callie.Caryn.Lyons@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,2009-12-01,2011-06-01
SWO3258,Sydney Willow Olson,Sydney.Willow.Olson@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,2009-12-01,2011-06-01
UNB3986,Urielle Noel Briggs,Urielle.Noel.Briggs@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,2009-12-01,2011-03-01
ARB2515,Aileen Ruby Banks,Aileen.Ruby.Banks@dtaa.com,ComputerScientist,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,2009-12-01,2011-06-01
GKW2306,Germaine Katell Waters,Germaine.Katell.Waters@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,2009-12-01,2011-06-01
KWC3812,Kai Willow Crosby,Kai.Willow.Crosby@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,2009-12-01,2011-06-01
AAP1919,Aileen Ashely Price,Aileen.Ashely.Price@dtaa.com,SoftwareEngineer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,8 - DesktopSoftware,2009-12-01,2011-06-01
TPF1663,Thomas Peter Figueroa,Thomas.Peter.Figueroa@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
BEH0103,Benjamin Ethan Harrell,Benjamin.Ethan.Harrell@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering_Commercial,4 - Engineering,2 - MechanicalEngineering,2009-12-01,2011-06-01
GTC0747,Grant Timon Cleveland,Grant.Timon.Cleveland@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,3 - EmbeddedSoftware,2009-12-01,2011-06-01
AYS1628,Anjolie Yetta Shepherd,Anjolie.Yetta.Shepherd@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,2009-12-01,2011-06-01
FBY1064,Frances Beatrice Yang,Frances.Beatrice.Yang@dtaa.com,Mathematician,2 - ResearchAndEngineering_Commercial,2 - Research,2 - Lab,2009-12-01,2011-06-01
PMA2693,Paki Malcolm Acevedo,Paki.Malcolm.Acevedo@dtaa.com,ComputerProgrammer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,10 - WebSoftware,2009-12-01,2011-06-01
GER1997,Graham Elton Richard,Graham.Elton.Richard@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,15 - SystemsEngineering,2009-12-01,2011-06-01
RPC0205,Roth Perry Conley,Roth.Perry.Conley@dtaa.com,AdministrativeAssistant,4 - ResearchAndEngineering_Government_Foreign,,,2009-12-01,2011-06-01
LNM1879,Lane Nero Mack,Lane.Nero.Mack@dtaa.com,ComputerScientist,2 - ResearchAndEngineering_Commercial,4 - Engineering,15 - SystemsEngineering,2009-12-01,2011-06-01
JAB3656,Jaden Amethyst Browning,Jaden.Amethyst.Browning@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
WLL1133,Walter Lars Lamb,Walter.Lars.Lamb@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,7 - MechanicalEngineering,2009-12-01,2011-06-01
AOD2178,Aileen Orli Downs,Aileen.Orli.Downs@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,2009-12-01,2011-06-01
CBM2858,Chandler Byron Mueller,Chandler.Byron.Mueller@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
JJH1818,Jermaine Jerry Hines,Jermaine.Jerry.Hines@dtaa.com,WebDeveloper,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,9 - WebSoftware,2009-12-01,2011-06-01
HKK2716,Hammett Kasimir Kidd,Hammett.Kasimir.Kidd@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,18 - ElectricalEngineering,2009-12-01,2011-06-01
RIB1582,Rhoda Ifeoma Bird,Rhoda.Ifeoma.Bird@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,2009-12-01,2011-06-01
JAS1907,Jaime Aspen Stewart,Jaime.Aspen.Stewart@dtaa.com,Physicist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,2009-12-01,2011-06-01
WSA1765,William Sean Allen,William.Sean.Allen@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,6 - ElectronicSecurity,2009-12-01,2011-06-01
NNP0229,Nola Nell Pope,Nola.Nell.Pope@dtaa.com,SoftwareQualityEngineer,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,1 - SQA,2009-12-01,2011-06-01
XAR1011,Xena Ayanna Robbins,Xena.Ayanna.Robbins@dtaa.com,Manager,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,7 - WebSoftware,2009-12-01,2011-06-01
RLB1334,Rae Lareina Barber,Rae.Lareina.Barber@dtaa.com,TestEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,2009-12-01,2011-06-01
HJD3439,Holmes John Duran,Holmes.John.Duran@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,2009-12-01,2011-06-01
WAH3836,Winter Adele Hahn,Winter.Adele.Hahn@dtaa.com,Supervisor,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,2009-12-01,2011-06-01
VAD2639,Vernon Ali Dixon,Vernon.Ali.Dixon@dtaa.com,HardwareEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,2009-12-01,2011-06-01
GIB0207,Gisela Ivana Bolton,Gisela.Ivana.Bolton@dtaa.com,Director,4 - ResearchAndEngineering_Government_Foreign,2 - Research,,2009-12-01,2011-06-01
DJR2389,Dillon Josiah Roy,Dillon.Josiah.Roy@dtaa.com,ChiefEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,21 - TestAndEvalualtion,2009-12-01,2011-06-01
PEB3161,Paul Edward Brown,Paul.Edward.Brown@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,23 - ElectricalEngineering,2009-12-01,2011-06-01
BHS1917,Buffy Helen Solomon,Buffy.Helen.Solomon@dtaa.com,Mathematician,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,2009-12-01,2011-06-01
DKS1509,Denton Kelly Snider,Denton.Kelly.Snider@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,2009-12-01,2011-06-01
KMS1530,Kasper Mohammad Stokes,Kasper.Mohammad.Stokes@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,2009-12-01,2011-06-01
SHS3176,Signe Hedwig Sampson,Signe.Hedwig.Sampson@dtaa.com,SystemsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,24 - SystemsEngineering,2009-12-01,2011-06-01
SGM2153,Shad Guy Morgan,Shad.Guy.Morgan@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,2009-12-01,2011-03-01
GNG2812,Guy Nicolas Gilliam,Guy.Nicolas.Gilliam@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,2009-12-01,2011-06-01
BRS0333,Bianca Rebecca Schultz,Bianca.Rebecca.Schultz@dtaa.com,Supervisor,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,2009-12-01,2011-06-01
DAS3775,Dorian Alec Sims,Dorian.Alec.Sims@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,6 - RegionalSales,2009-12-01,2011-06-01
TMC3659,Tanisha Michelle Christensen,Tanisha.Michelle.Christensen@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
YKM3542,Yolanda Kessie Matthews,Yolanda.Kessie.Matthews@dtaa.com,Scientist,3 - ResearchAndEngineering_Government_Domestic,2 - Research,6 - Lab,2009-12-01,2011-06-01
PMG2513,Porter Mason Gray,Porter.Mason.Gray@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,19 - MaterialsEngineering,2009-12-01,2011-06-01
ATR1677,Astra Tanya Reynolds,Astra.Tanya.Reynolds@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,2 - RegionalFieldService,2009-12-01,2011-06-01
MJB3866,Mannix Jerry Burns,Mannix.Jerry.Burns@dtaa.com,Mathematician,2 - ResearchAndEngineering_Commercial,2 - Research,7 - Lab,2009-12-01,2011-06-01
VJM1336,Velma Jemima Mccall,Velma.Jemima.Mccall@dtaa.com,TestEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,11 - TestAndEvalualtion,2009-12-01,2011-06-01
AHC3277,Amery Hyatt Chapman,Amery.Hyatt.Chapman@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,2009-12-01,2011-06-01
RCV1311,Rhonda Cailin Vincent,Rhonda.Cailin.Vincent@dtaa.com,SystemsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,10 - SystemsEngineering,2009-12-01,2011-06-01
VKM2376,Vera Kessie Marsh,Vera.Kessie.Marsh@dtaa.com,LabManager,2 - ResearchAndEngineering_Commercial,2 - Research,4 - Lab,2009-12-01,2011-06-01
JMG3704,Jane Maia Golden,Jane.Maia.Golden@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,12 - AssemblyDept,2009-12-01,2011-06-01
SCF0330,Shelly Carissa Fitzpatrick,Shelly.Carissa.Fitzpatrick@dtaa.com,MechanicalEngineer,6 - Manufacturing_Government,2 - ManufacturingEngineering,,2009-12-01,2011-06-01
NNB3989,Norman Nathaniel Barrera,Norman.Nathaniel.Barrera@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,14 - AssemblyDept,2009-12-01,2011-06-01
BCS2912,Blair Cally Simpson,Blair.Cally.Simpson@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,2009-12-01,2011-06-01
RDF1248,Rina Deborah Frazier,Rina.Deborah.Frazier@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
ARH2262,Angelica Risa Hoffman,Angelica.Risa.Hoffman@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,3 - RegionalSales,2009-12-01,2011-06-01
KNM1318,Kareem Nicholas Mullins,Kareem.Nicholas.Mullins@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,10 - SystemsEngineering,2009-12-01,2011-06-01
HDP1890,Hadley Desiree Poole,Hadley.Desiree.Poole@dtaa.com,Technician,2 - ResearchAndEngineering_Commercial,4 - Engineering,16 - TestAndEvalualtion,2009-12-01,2011-06-01
KSS2068,Keane Samuel Stone,Keane.Samuel.Stone@dtaa.com,WebDeveloper,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,2009-12-01,2011-06-01
RGM3111,Rachel Georgia Maldonado,Rachel.Georgia.Maldonado@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,24 - SystemsEngineering,2009-12-01,2011-06-01
FAW1969,Farrah Angelica Welch,Farrah.Angelica.Welch@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,13 - ElectricalEngineering,2009-12-01,2011-06-01
DAR0388,Driscoll Ahmed Rowe,Driscoll.Ahmed.Rowe@dtaa.com,AdministrativeAssistant,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
MCT1067,Marcia Celeste Tyler,Marcia.Celeste.Tyler@dtaa.com,Mathematician,2 - ResearchAndEngineering_Commercial,2 - Research,2 - Lab,2009-12-01,2011-06-01
ASS0280,Alana Shelley Stephens,Alana.Shelley.Stephens@dtaa.com,MechanicalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
NOD1261,Noel Odessa Day,Noel.Odessa.Day@dtaa.com,ComputerProgrammer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,7 - WebSoftware,2009-12-01,2010-08-01
ENS1748,Edward Nero Sexton,Edward.Nero.Sexton@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,5 - BuildingSecurity,2009-12-01,2011-06-01
EPI3052,Eric Price Ingram,Eric.Price.Ingram@dtaa.com,ITAdmin,1 - Adminstration,5 - Security,10 - ElectronicSecurity,2009-12-01,2011-06-01
AGS0063,Asher Garrett Sheppard,Asher.Garrett.Sheppard@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering_Commercial,2 - Research,1 - Lab,2009-12-01,2011-06-01
RCS2064,Raphael Connor Strickland,Raphael.Connor.Strickland@dtaa.com,SoftwareDeveloper,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,9 - WebSoftware,2009-12-01,2011-06-01
SED0972,Skyler Evangeline Dennis,Skyler.Evangeline.Dennis@dtaa.com,Technician,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,2009-12-01,2011-06-01
AID2774,Audra Illiana Dalton,Audra.Illiana.Dalton@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,7 - Stockroom,2009-12-01,2011-06-01
APS1968,August Prescott Solomon,August.Prescott.Solomon@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,13 - ElectricalEngineering,2009-12-01,2011-06-01
DBR1798,Derek Benjamin Rowe,Derek.Benjamin.Rowe@dtaa.com,ComputerScientist,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,8 - DesktopSoftware,2009-12-01,2011-06-01
BWK0172,Benjamin Wylie Kane,Benjamin.Wylie.Kane@dtaa.com,ChiefEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,4 - MaterialsEngineering,2009-12-01,2011-06-01
CSB0827,Carter Stewart Butler,Carter.Stewart.Butler@dtaa.com,TestEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,2009-12-01,2011-06-01
ASH1710,Audra Serina Hunt,Audra.Serina.Hunt@dtaa.com,ChiefEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,2009-12-01,2011-06-01
KOB2624,Kimberley Olivia Barlow,Kimberley.Olivia.Barlow@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,20 - SystemsEngineering,2009-12-01,2011-06-01
DEL0913,Derek Emmanuel Leblanc,Derek.Emmanuel.Leblanc@dtaa.com,Salesman,8 - SalesAndMarketing_Commercial,2 - Sales,1 - RegionalSales,2009-12-01,2011-06-01
OKG1889,Oliver Kermit Griffith,Oliver.Kermit.Griffith@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,16 - TestAndEvalualtion,2009-12-01,2011-06-01
WZR3948,Wayne Zahir Rush,Wayne.Zahir.Rush@dtaa.com,ProductionLineWorker,5 - Manufacturing_Commercial,3 - Assembly,14 - AssemblyDept,2009-12-01,2011-06-01
IHD1978,Ishmael Hammett Dean,Ishmael.Hammett.Dean@dtaa.com,MaterialsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,14 - MaterialsEngineering,2009-12-01,2011-06-01
MMC1084,Mechelle Melissa Chapman,Mechelle.Melissa.Chapman@dtaa.com,SoftwareDeveloper,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,5 - DesktopSoftware,2009-12-01,2011-06-01
BLY1039,Beau Lars York,Beau.Lars.York@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,3 - BuildingSecurity,2009-12-01,2011-06-01
YCL2166,Yoshio Curran Leon,Yoshio.Curran.Leon@dtaa.com,StockroomClerk,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,2009-12-01,2011-06-01
NHV2004,Nomlanga Hanae Vargas,Nomlanga.Hanae.Vargas@dtaa.com,ComputerScientist,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,15 - SystemsEngineering,2009-12-01,2010-11-01
BNL1652,Blake Nicolas Lowe,Blake.Nicolas.Lowe@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,2009-12-01,2011-06-01
VHH0485,Vaughan Hashim Harmon,Vaughan.Hashim.Harmon@dtaa.com,SoftwareQualityEngineer,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,1 - SQA,2009-12-01,2011-06-01
LXS0332,Lara Xerxes Salas,Lara.Xerxes.Salas@dtaa.com,AdministrativeAssistant,6 - Manufacturing_Government,3 - Assembly,,2009-12-01,2011-06-01
GLG1573,Germane Larissa Garrett,Germane.Larissa.Garrett@dtaa.com,ProductionLineWorker,6 - Manufacturing_Government,3 - Assembly,4 - AssemblyDept,2009-12-01,2010-06-01
RCG1241,Rebekah Charity Gilbert,Rebekah.Charity.Gilbert@dtaa.com,ElectricalEngineer,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,2009-12-01,2011-06-01
MJP2421,Madeline Joy Peters,Madeline.Joy.Peters@dtaa.com,SecurityGuard,1 - Adminstration,5 - Security,7 - BuildingSecurity,2009-12-01,2011-06-01
DNN0488,Demetria Nevada Nolan,Demetria.Nevada.Nolan@dtaa.com,SoftwareDeveloper,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,2 - DesktopSoftware,2009-12-01,2011-06-01
WVD0570,Whitney Vivien Dejesus,Whitney.Vivien.Dejesus@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,2009-12-01,2011-06-01
EJP2315,Erich Jelani Palmer,Erich.Jelani.Palmer@dtaa.com,Salesman,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,2009-12-01,2011-06-01
HKW2615,Harriet Kirestin Weber,Harriet.Kirestin.Weber@dtaa.com,MaterialsEngineer,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,19 - MaterialsEngineering,2009-12-01,2011-06-01
SGB1636,Stephen Gary Bryan,Stephen.Gary.Bryan@dtaa.com,Technician,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,2009-12-01,2011-06-01
SZB0321,Stuart Zeph Barker,Stuart.Zeph.Barker@dtaa.com,Manager,6 - Manufacturing_Government,3 - Assembly,,2009-12-01,2011-06-01
YLL0795,Yael Lillith Lopez,Yael.Lillith.Lopez@dtaa.com,ElectricalEngineer,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,3 - ElectricalEngineering,2009-12-01,2011-06-01
